Subject,subjectType,predicate,object,objectType,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val
entity:IoT-F3_3MC-H1_TVOC-High-Limit,brick:Max_Limit,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,TVOC_High-Limit,,,para:hasEntityId,SEN_AT_TRHVC_1#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1_TVOC,brick:TVOC_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,VOC_MCGPERM3_RAW,,,para:hasEntityId,SEN_AT_TRHVC_1#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1_Temp-Low-Limit,brick:Min_Limit,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,Temp_Low-Limit,,,para:hasEntityId,SEN_AT_TRHVC_1#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1_Temp-High-Limit,brick:Max_Limit,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,Temp_High-Limit,,,para:hasEntityId,SEN_AT_TRHVC_1#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1_Temp,brick:Temperature_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,TEMP_DEGC_RAW,,,para:hasEntityId,SEN_AT_TRHVC_1#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1_RH-Low-Limit,brick:Min_Limit,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,RH_Low-Limit,,,para:hasEntityId,SEN_AT_TRHVC_1#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1_RH-High-Limit,brick:Max_Limit,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,RH_High-Limit,,,para:hasEntityId,SEN_AT_TRHVC_1#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1_RH,brick:Relative_Humidity_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,RH_PCT_RAW,,,para:hasEntityId,SEN_AT_TRHVC_1#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1_PM2.5-Low-Limit,brick:Min_Limit,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,PM2.5_Low-Limit,,,para:hasEntityId,SEN_AT_TRHVC_1#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1_PM2.5-High-Limit,brick:Max_Limit,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,PM2.5_High-Limit,,,para:hasEntityId,SEN_AT_TRHVC_1#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1_PM2.5,brick:PM2.5_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,PM25_MCGPERM3_RAW,,,para:hasEntityId,SEN_AT_TRHVC_1#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1_NOISE-Low-Limit,brick:Min_Limit,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,NOISE_Low-Limit,,,para:hasEntityId,SEN_AT_TRHVC_1#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1_NOISE-High-Limit,brick:Max_Limit,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,NOISE_High-Limit,,,para:hasEntityId,SEN_AT_TRHVC_1#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1_NOISE,para:Noise_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,NOISE_DBA_RAW,,,para:hasEntityId,SEN_AT_TRHVC_1#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1_LUX-Low-Limit,brick:Min_Limit,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,LUX_Low-Limit,,,para:hasEntityId,SEN_AT_TRHVC_1#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1_LUX-High-Limit,brick:Max_Limit,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,LUX_High-Limit,,,para:hasEntityId,SEN_AT_TRHVC_1#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1_LUX,brick:Illuminance_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,ILM_LUX_RAW,,,para:hasEntityId,SEN_AT_TRHVC_1#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1_KPI-TVOC,para:TVOC_KPI,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,TVOC_KPI,,,para:hasEntityId,SEN_AT_TRHVC_1#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1_KPI-Temp,para:Temperature_KPI,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,Temp_KPI,,,para:hasEntityId,SEN_AT_TRHVC_1#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1_KPI-RH,para:Relative_Humidity_KPI,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,RH_KPI,,,para:hasEntityId,SEN_AT_TRHVC_1#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1_KPI-PM2.5,para:PM2.5_KPI,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,PM2.5_KPI,,,para:hasEntityId,SEN_AT_TRHVC_1#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1_KPI-NOISE,para:Noise_KPI,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,NOISE_KPI,,,para:hasEntityId,SEN_AT_TRHVC_1#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1_KPI-LUX,para:Illuminance_KPI,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,LUX_KPI,,,para:hasEntityId,SEN_AT_TRHVC_1#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1_KPI-CO2,para:CO2_KPI,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,CO2_KPI,,,para:hasEntityId,SEN_AT_TRHVC_1#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1_KPI,para:OW_KPI,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,SCORE_PCT_RAW,,,para:hasEntityId,SEN_AT_TRHVC_1#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1_CO2-Low-Limit,brick:Min_Limit,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,CO2_Low-Limit,,,para:hasEntityId,SEN_AT_TRHVC_1#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1_CO2-High-Limit,brick:Max_Limit,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,CO2_High-Limit,,,para:hasEntityId,SEN_AT_TRHVC_1#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1_CO2,brick:CO2_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,CO2_PPM_RAW,,,para:hasEntityId,SEN_AT_TRHVC_1#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1,brick:Sensor_Equipment,brick:isPartOf,entity:IoT,para:IoT_System,rdfs:label_en,IoT-F3 3MC-H1 Sensor (IoT),,,rec:modelNumber,SEN_AT_TRHVC_1#BLD1,,,rec:manufacturedBy,AirThings,,,brick:aliasOf,SEN_AT_TRHVC_1#BLD1,,,rec:installationDate,41275,,,,,,,,,,
entity:IoT-F3_3MC-H1,brick:Sensor_Equipment,brick:hasPoint,entity:IoT-F3_3MC-H1_Temp,brick:Temperature_Sensor,,,rdfs:label_en,Temperature,,,brick:hasUnit,unit:DEG_C,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1,brick:Sensor_Equipment,brick:hasPoint,entity:IoT-F3_3MC-H1_RH,brick:Relative_Humidity_Sensor,,,rdfs:label_en,Relative Humidity,,,brick:hasUnit,unit:PERCENT,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1,brick:Sensor_Equipment,brick:hasPoint,entity:IoT-F3_3MC-H1_TVOC,brick:TVOC_Sensor,,,rdfs:label_en,Sensor TVOC Reading,,,brick:hasUnit,unit:PPB,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1,brick:Sensor_Equipment,brick:hasPoint,entity:IoT-F3_3MC-H1_CO2,brick:CO2_Sensor,,,rdfs:label_en,CO20,,,brick:hasUnit,unit:PPM,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1,brick:Sensor_Equipment,brick:hasPoint,entity:IoT-F3_3MC-H1_PM2.5,brick:PM2.5_Sensor,,,rdfs:label_en,PM2.23,,,brick:hasUnit,unit:MicroGM-PER-M21,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1,brick:Sensor_Equipment,brick:hasPoint,entity:IoT-F3_3MC-H1_LUX,brick:Illuminance_Sensor,,,rdfs:label_en,Illumination,,,brick:hasUnit,unit:LUX,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1,brick:Sensor_Equipment,brick:hasPoint,entity:IoT-F3_3MC-H1_NOISE,para:Noise_Sensor,,,rdfs:label_en,Noise,,,brick:hasUnit,unit:DeciB,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1,brick:Sensor_Equipment,brick:hasPoint,entity:IoT-F3_3MC-H1_KPI-Temp,para:Temperature_KPI,,,rdfs:label_en,Temperature KPI,,,brick:hasUnit,unit:UNITLESS,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1,brick:Sensor_Equipment,brick:hasPoint,entity:IoT-F3_3MC-H1_KPI-RH,para:Relative_Humidity_KPI,,,rdfs:label_en,Relative Humidity KPI,,,brick:hasUnit,unit:UNITLESS,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1,brick:Sensor_Equipment,brick:hasPoint,entity:IoT-F3_3MC-H1_KPI-TVOC,para:TVOC_KPI,,,rdfs:label_en,TVOC KPI,,,brick:hasUnit,unit:UNITLESS,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1,brick:Sensor_Equipment,brick:hasPoint,entity:IoT-F3_3MC-H1_KPI-CO2,para:CO2_KPI,,,rdfs:label_en,CO2 KPI,,,brick:hasUnit,unit:UNITLESS,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1,brick:Sensor_Equipment,brick:hasPoint,entity:IoT-F3_3MC-H1_KPI-PM2.5,para:PM2.5_KPI,,,rdfs:label_en,PM2.5 KPI,,,brick:hasUnit,unit:UNITLESS,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1,brick:Sensor_Equipment,brick:hasPoint,entity:IoT-F3_3MC-H1_KPI-LUX,para:Illuminance_KPI,,,rdfs:label_en,Illumination KPI,,,brick:hasUnit,unit:UNITLESS,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1,brick:Sensor_Equipment,brick:hasPoint,entity:IoT-F3_3MC-H1_KPI-NOISE,para:Noise_KPI,,,rdfs:label_en,Noise KPI,,,brick:hasUnit,unit:UNITLESS,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1,brick:Sensor_Equipment,brick:hasPoint,entity:IoT-F3_3MC-H1_KPI,para:OW_KPI,,,rdfs:label_en,HVAC Zone Occupant Wellbeing KPI,,,brick:hasUnit,unit:UNITLESS,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1,brick:Sensor_Equipment,brick:hasPoint,entity:IoT-F3_3MC-H1_Temp-High-Limit,brick:Max_Limit,,,rdfs:label_en,Temperature High Limit,,,brick:hasUnit,unit:DEG_C,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1,brick:Sensor_Equipment,brick:hasPoint,entity:IoT-F3_3MC-H1_RH-High-Limit,brick:Max_Limit,,,rdfs:label_en,Relative Humidity High Limit,,,brick:hasUnit,unit:PERCENT,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1,brick:Sensor_Equipment,brick:hasPoint,entity:IoT-F3_3MC-H1_TVOC-High-Limit,brick:Max_Limit,,,rdfs:label_en,TVOC High Limit,,,brick:hasUnit,unit:MicroGM-PER-M21,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1,brick:Sensor_Equipment,brick:hasPoint,entity:IoT-F3_3MC-H1_CO2-High-Limit,brick:Max_Limit,,,rdfs:label_en,CO2 High Limit,,,brick:hasUnit,unit:PPM,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1,brick:Sensor_Equipment,brick:hasPoint,entity:IoT-F3_3MC-H1_PM2.5-High-Limit,brick:Max_Limit,,,rdfs:label_en,PM2.5 High Limit,,,brick:hasUnit,unit:MicroGM-PER-M21,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1,brick:Sensor_Equipment,brick:hasPoint,entity:IoT-F3_3MC-H1_LUX-High-Limit,brick:Max_Limit,,,rdfs:label_en,Illumination High Limit,,,brick:hasUnit,unit:LUX,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1,brick:Sensor_Equipment,brick:hasPoint,entity:IoT-F3_3MC-H1_NOISE-High-Limit,brick:Max_Limit,,,rdfs:label_en,Noise High Limit,,,brick:hasUnit,unit:DeciB,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1,brick:Sensor_Equipment,brick:hasPoint,entity:IoT-F3_3MC-H1_Temp-Low-Limit,brick:Min_Limit,,,rdfs:label_en,Temperature Low Limit,,,brick:hasUnit,unit:DEG_C,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1,brick:Sensor_Equipment,brick:hasPoint,entity:IoT-F3_3MC-H1_RH-Low-Limit,brick:Min_Limit,,,rdfs:label_en,Relative Humidity Low Limit,,,brick:hasUnit,unit:PERCENT,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1,brick:Sensor_Equipment,brick:hasPoint,entity:IoT-F3_3MC-H1_TVOC-Low-Limit,brick:Min_Limit,,,rdfs:label_en,TVOC Low Limit,,,brick:hasUnit,unit:MicroGM-PER-M21,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1,brick:Sensor_Equipment,brick:hasPoint,entity:IoT-F3_3MC-H1_CO2-Low-Limit,brick:Min_Limit,,,rdfs:label_en,CO2 Low Limit,,,brick:hasUnit,unit:PPM,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1,brick:Sensor_Equipment,brick:hasPoint,entity:IoT-F3_3MC-H1_PM2.5-Low-Limit,brick:Min_Limit,,,rdfs:label_en,PM2.5 Low Limit,,,brick:hasUnit,unit:MicroGM-PER-M21,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1,brick:Sensor_Equipment,brick:hasPoint,entity:IoT-F3_3MC-H1_LUX-Low-Limit,brick:Min_Limit,,,rdfs:label_en,Illumination Low Limit,,,brick:hasUnit,unit:LUX,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1,brick:Sensor_Equipment,brick:hasPoint,entity:IoT-F3_3MC-H1_NOISE-Low-Limit,brick:Min_Limit,,,rdfs:label_en,Noise Low Limit,,,brick:hasUnit,unit:DeciB,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MC-H1,brick:Sensor_Equipment,rec:locatedIn,entity:Dar-Cairo_Floor-3_3MC-H1,rec:HVACZone,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MA-H3_TVOC-Low-Limit,brick:Min_Limit,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,TVOC_Low-Limit,,,para:hasEntityId,SEN_AT_TRHVC_5#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MA-H3_TVOC-High-Limit,brick:Max_Limit,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,TVOC_High-Limit,,,para:hasEntityId,SEN_AT_TRHVC_5#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MA-H3_TVOC,brick:TVOC_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,VOC_MCGPERM3_RAW,,,para:hasEntityId,SEN_AT_TRHVC_5#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MA-H3_Temp-Low-Limit,brick:Min_Limit,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,Temp_Low-Limit,,,para:hasEntityId,SEN_AT_TRHVC_5#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MA-H3_Temp-High-Limit,brick:Max_Limit,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,Temp_High-Limit,,,para:hasEntityId,SEN_AT_TRHVC_5#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MA-H3_Temp,brick:Temperature_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,TEMP_DEGC_RAW,,,para:hasEntityId,SEN_AT_TRHVC_5#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MA-H3_RH-Low-Limit,brick:Min_Limit,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,RH_Low-Limit,,,para:hasEntityId,SEN_AT_TRHVC_5#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MA-H3_RH-High-Limit,brick:Max_Limit,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,RH_High-Limit,,,para:hasEntityId,SEN_AT_TRHVC_5#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MA-H3_RH,brick:Relative_Humidity_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,RH_PCT_RAW,,,para:hasEntityId,SEN_AT_TRHVC_5#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MA-H3_PM2.5-Low-Limit,brick:Min_Limit,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,PM2.5_Low-Limit,,,para:hasEntityId,SEN_AT_TRHVC_5#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MA-H3_PM2.5-High-Limit,brick:Max_Limit,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,PM2.5_High-Limit,,,para:hasEntityId,SEN_AT_TRHVC_5#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MA-H3_PM2.5,brick:PM2.5_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,PM25_MCGPERM3_RAW,,,para:hasEntityId,SEN_AT_TRHVC_5#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MA-H3_NOISE-Low-Limit,brick:Min_Limit,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,NOISE_Low-Limit,,,para:hasEntityId,SEN_AT_TRHVC_5#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MA-H3_NOISE-High-Limit,brick:Max_Limit,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,NOISE_High-Limit,,,para:hasEntityId,SEN_AT_TRHVC_5#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MA-H3_NOISE,para:Noise_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,NOISE_DBA_RAW,,,para:hasEntityId,SEN_AT_TRHVC_5#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MA-H3_LUX-Low-Limit,brick:Min_Limit,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,LUX_Low-Limit,,,para:hasEntityId,SEN_AT_TRHVC_5#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MA-H3_LUX-High-Limit,brick:Max_Limit,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,LUX_High-Limit,,,para:hasEntityId,SEN_AT_TRHVC_5#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MA-H3_LUX,brick:Illuminance_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,ILM_LUX_RAW,,,para:hasEntityId,SEN_AT_TRHVC_5#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MA-H3_KPI-TVOC,para:TVOC_KPI,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,TVOC_KPI,,,para:hasEntityId,SEN_AT_TRHVC_5#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MA-H3_KPI-Temp,para:Temperature_KPI,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,Temp_KPI,,,para:hasEntityId,SEN_AT_TRHVC_5#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MA-H3_KPI-RH,para:Relative_Humidity_KPI,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,RH_KPI,,,para:hasEntityId,SEN_AT_TRHVC_5#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MA-H3_KPI-PM2.5,para:PM2.5_KPI,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,PM2.5_KPI,,,para:hasEntityId,SEN_AT_TRHVC_5#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MA-H3_KPI-NOISE,para:Noise_KPI,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,NOISE_KPI,,,para:hasEntityId,SEN_AT_TRHVC_5#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MA-H3_KPI-LUX,para:Illuminance_KPI,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,LUX_KPI,,,para:hasEntityId,SEN_AT_TRHVC_5#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MA-H3_KPI-CO2,para:CO2_KPI,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,CO2_KPI,,,para:hasEntityId,SEN_AT_TRHVC_5#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MA-H3_KPI,para:OW_KPI,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,SCORE_PCT_RAW,,,para:hasEntityId,SEN_AT_TRHVC_5#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MA-H3_CO2-Low-Limit,brick:Min_Limit,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,CO2_Low-Limit,,,para:hasEntityId,SEN_AT_TRHVC_5#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MA-H3_CO2-High-Limit,brick:Max_Limit,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,CO2_High-Limit,,,para:hasEntityId,SEN_AT_TRHVC_5#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MA-H3_CO2,brick:CO2_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,CO2_PPM_RAW,,,para:hasEntityId,SEN_AT_TRHVC_5#BLD1,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MA-H3,brick:Sensor_Equipment,brick:isPartOf,entity:IoT,para:IoT_System,rdfs:label_en,IoT-F3 3MA-H3 Sensor (IoT),,,rec:modelNumber,SEN_AT_TRHVC_5#BLD1,,,rec:manufacturedBy,AirThings,,,brick:aliasOf,SEN_AT_TRHVC_5#BLD1,,,rec:installationDate,41275,,,,,,,,,,
entity:IoT-F3_3MA-H3,brick:Sensor_Equipment,brick:hasPoint,entity:IoT-F3_3MA-H3_Temp,brick:Temperature_Sensor,,,rdfs:label_en,Temperature,,,brick:hasUnit,unit:DEG_C,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MA-H3,brick:Sensor_Equipment,brick:hasPoint,entity:IoT-F3_3MA-H3_RH,brick:Relative_Humidity_Sensor,,,rdfs:label_en,Relative Humidity,,,brick:hasUnit,unit:PERCENT,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MA-H3,brick:Sensor_Equipment,brick:hasPoint,entity:IoT-F3_3MA-H3_TVOC,brick:TVOC_Sensor,,,rdfs:label_en,Sensor TVOC Reading,,,brick:hasUnit,unit:PPB,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MA-H3,brick:Sensor_Equipment,brick:hasPoint,entity:IoT-F3_3MA-H3_CO2,brick:CO2_Sensor,,,rdfs:label_en,CO19,,,brick:hasUnit,unit:PPM,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MA-H3,brick:Sensor_Equipment,brick:hasPoint,entity:IoT-F3_3MA-H3_PM2.5,brick:PM2.5_Sensor,,,rdfs:label_en,PM2.22,,,brick:hasUnit,unit:MicroGM-PER-M20,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MA-H3,brick:Sensor_Equipment,brick:hasPoint,entity:IoT-F3_3MA-H3_LUX,brick:Illuminance_Sensor,,,rdfs:label_en,Illumination,,,brick:hasUnit,unit:LUX,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MA-H3,brick:Sensor_Equipment,brick:hasPoint,entity:IoT-F3_3MA-H3_NOISE,para:Noise_Sensor,,,rdfs:label_en,Noise,,,brick:hasUnit,unit:DeciB,,,,,,,,,,,,,,,,,,,,
entity:IoT-F3_3MA-H3,brick:Sensor_Equipment,brick:hasPoint,entity:IoT-F3_3MA-H3_KPI-Temp,para:Temperature_KPI,,,rdfs:label_en,Temperature KPI,,,brick:hasUnit,unit:UNITLESS,,,,,,,,,,,,,,,,,,,,
